#,Name,Team,W,L,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO
533,Brent Headrick,NYY,2,2,3.92,34,0,0,1,,34.0,143,31,16,15,5,10,1,2,34
534,Hunter Stratton,PIT,1,1,4.16,15,0,0,1,,15.0,65,14,7,7,2,6,0,1,14
535,Jonathan Pintaro,NYM,1,1,4.42,2,2,0,0,,9.1,40,9,5,5,1,3,0,0,7
536,Gerson Garabito,TEX,1,1,4.10,18,0,0,1,,18.0,77,17,9,8,2,6,0,1,17
537,Carson Palmquist,COL,1,1,5.28,3,3,0,0,,18.1,82,19,11,11,3,8,0,1,16
538,Brandyn Garcia,SEA,1,1,3.53,21,0,0,1,,21.0,89,19,9,8,2,8,1,1,20
539,Nick Robertson,TOR,2,2,4.00,42,0,0,1,,42.0,180,40,20,19,5,16,1,2,40
540,Nick Sandlin,TOR,3,3,4.09,59,0,0,12,,59.0,254,53,29,27,8,26,2,3,62
541,Edgardo Henriquez,LAD,2,2,4.30,33,0,0,1,,33.0,143,30,17,16,5,16,1,2,34
542,JT Chargois,TEX,1,1,4.21,24,0,0,1,,24.0,104,23,12,11,3,9,1,1,23
543,Daniel Robert,TEX,2,2,4.32,33,0,0,1,,33.0,143,31,17,16,5,13,1,2,32
544,Hagen Danner,SEA,1,1,3.80,28,0,0,1,,28.0,118,25,13,12,4,10,1,1,29
545,James Karinchak,CHW,2,2,4.29,37,0,0,1,,37.0,161,31,19,18,5,19,1,2,43
546,Logan Henderson,MIL,1,0,3.83,10,0,0,1,,10.0,42,9,5,4,1,3,0,0,11
547,Travis Adams,MIN,1,1,4.46,17,2,0,1,,24.1,105,26,13,12,3,7,0,1,18
548,Tyler Alexander,MIL,3,3,4.42,52,2,0,4,,59.0,250,60,31,29,10,13,1,2,50
549,Thomas Harrington,PIT,0,1,4.78,2,2,0,0,,9.1,40,10,5,5,2,3,0,0,7
550,Keynan Middleton,,1,1,4.03,18,0,0,0,,18.0,77,16,9,8,2,8,0,1,18
551,Chad Patrick,MIL,1,1,4.03,24,0,0,1,,24.0,101,23,12,11,4,6,1,1,22
552,Jhonathan Díaz,SEA,1,1,4.21,2,2,0,0,,9.0,40,9,5,4,1,4,0,1,7
553,Mason Barnett,ATH,1,1,4.45,2,2,0,0,,9.1,40,9,5,5,1,4,0,0,8
554,Connor Phillips,CIN,1,1,4.31,21,0,0,1,,21.0,91,19,11,10,3,9,1,1,23
555,Tommy Henry,ARI,1,1,3.94,24,0,0,1,,24.0,102,23,11,11,3,8,1,1,22
556,Garrett McDaniels,LAA,3,3,4.14,52,0,0,4,,52.0,227,52,26,24,6,22,1,2,44
557,Mason Thompson,WSN,2,2,4.15,42,0,0,1,,42.0,180,41,21,19,5,16,1,2,35
558,Adam Macko,TOR,1,1,4.55,2,2,0,0,,9.1,41,9,5,5,1,4,0,1,8
559,Carlos Vargas,SEA,3,3,3.77,56,0,0,7,,56.0,240,53,26,23,6,22,1,3,49
560,Tekoah Roby,STL,0,1,4.65,2,2,0,0,,9.1,40,10,5,5,1,3,0,0,7
561,Nick Frasso,LAD,1,1,4.05,15,0,0,1,,15.0,64,14,7,7,2,5,0,1,14
562,Joely Rodríguez,BOS,1,1,3.94,30,0,0,0,,30.0,129,30,14,13,3,12,1,1,25
563,Tyler Wells,BAL,0,0,3.97,8,0,0,1,,8.0,33,8,4,4,1,2,0,0,8
564,Kyle Amendt,ARI,1,1,4.03,21,0,0,1,,21.0,91,19,10,9,2,10,1,1,22
565,Jacob Webb,TEX,3,3,4.36,62,0,2,14,,62.0,269,58,32,30,9,27,2,3,60
566,Evan Reifert,WSN,2,3,4.12,52,0,0,6,,52.0,226,47,26,24,6,25,1,3,52
567,Kyle Nicolas,PIT,2,2,4.12,44,0,0,1,,44.0,191,40,22,20,5,20,1,2,45
568,Andrew Morris,MIN,0,0,3.95,8,0,0,1,,8.0,34,8,4,4,1,2,0,0,7
569,Dillon Tate,,2,2,4.24,33,0,0,0,,33.0,143,34,17,16,4,11,1,2,25
570,Colten Brewer,NYY,1,1,4.23,22,0,0,1,,22.0,95,21,11,10,3,8,1,1,20
571,Drew Pomeranz,SEA,1,1,3.65,14,0,0,1,,14.0,59,12,6,6,2,5,0,1,14
572,Sem Robberse,STL,1,1,3.97,21,0,0,1,,21.0,89,21,10,9,3,6,1,1,18
573,Josiah Gray,WSN,1,1,4.62,10,2,0,1,,17.0,73,16,9,9,3,6,1,1,16
574,Dietrich Enns,DET,1,1,3.84,15,0,0,1,,15.0,64,14,7,6,2,5,0,1,15
575,Randy Dobnak,MIN,0,0,3.95,10,0,0,1,,10.0,43,10,5,4,1,3,0,0,8
576,Steven Okert,HOU,1,1,4.22,26,0,0,1,,26.0,112,23,13,12,4,11,1,1,27
577,Andrew Misiaszek,CLE,1,1,3.90,26,0,0,1,,26.0,112,24,12,11,3,11,1,1,26
578,Chris Flexen,CHC,1,1,4.15,16,0,0,1,,16.0,68,16,8,7,2,5,1,0,14
579,Logan Evans,SEA,1,1,4.22,10,2,0,1,,17.1,74,17,9,8,2,6,0,1,14
580,Alex Speas,MIN,1,1,4.22,16,0,0,1,,16.0,71,14,8,8,2,10,0,1,18
581,Zach Pop,TOR,2,2,4.11,44,0,0,1,,44.0,191,45,22,20,5,16,1,2,36
582,Luis González,BAL,2,2,4.00,36,0,0,1,,36.0,153,34,17,16,5,11,1,2,34
583,Angel Bastardo,TOR,1,1,4.01,17,0,0,1,,17.0,73,16,8,8,2,7,0,1,16
584,John McMillon,PHI,1,1,4.05,21,0,0,1,,21.0,91,18,10,9,3,11,1,1,23
585,Hunter Bigge,TBR,3,3,4.24,55,0,0,8,,55.0,238,50,28,26,7,26,1,2,57
586,John Rooney,MIA,1,1,4.04,28,0,0,1,,28.0,122,28,14,13,3,11,1,2,24
