#,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,SB,CS,AVG
242,Jacob Young,WSN,129,453,497,111,89,16,4,2,54,30,28,0,96,7,3,6,26,6,0.244
243,Brooks Lee,MIN,104,380,411,92,65,18,1,8,41,40,25,2,71,2,3,1,3,1,0.242
244,Ramón Laureano,BAL,70,242,269,56,36,11,1,9,33,31,18,0,77,6,2,0,6,2,0.232
245,Colson Montgomery,CHW,104,373,417,78,52,16,1,9,40,38,35,2,119,7,2,0,4,1,0.210
246,Nolan Gorman,STL,112,397,445,84,48,16,1,19,50,59,40,2,149,4,3,0,5,2,0.212
247,Gio Urshela,ATH,98,359,385,91,67,16,1,7,37,38,20,0,66,2,3,0,1,0,0.254
248,Will Wagner,TOR,81,293,325,76,54,15,1,6,36,33,26,0,60,3,2,1,2,1,0.259
249,Heston Kjerstad,BAL,99,342,377,85,55,17,2,12,44,44,26,1,97,7,3,0,2,1,0.248
250,Luis Urías,ATH,63,203,230,44,28,9,0,7,24,24,20,0,53,5,1,0,1,1,0.217
251,Jacob Stallings,COL,82,261,296,62,44,11,0,6,29,30,25,0,69,4,2,2,0,0,0.239
252,Carson Williams,TBR,51,143,157,33,20,7,1,5,19,18,11,0,51,2,1,0,4,1,0.231
253,Dalton Rushing,LAD,48,132,149,30,18,6,0,5,17,18,13,0,38,3,1,0,1,0,0.227
254,Mickey Moniak,LAA,84,301,325,67,38,14,2,13,38,38,18,1,94,3,2,1,6,1,0.222
255,Orlando Arcia,ATL,125,454,496,104,72,19,1,12,51,53,33,0,104,3,3,1,1,1,0.229
256,Edgar Quero,CHW,48,162,180,41,27,9,0,5,20,20,14,0,33,3,1,0,1,0,0.254
257,Nolan Schanuel,LAA,133,482,560,120,91,20,2,6,62,44,63,2,90,8,5,2,6,2,0.248
258,Javier Báez,DET,83,303,328,70,47,13,1,9,35,35,15,0,79,4,2,0,7,2,0.232
259,Trey Sweeney,DET,72,246,271,53,33,11,2,7,29,26,20,1,75,3,1,0,6,2,0.214
260,Spencer Horwitz,PIT,101,364,414,92,63,20,1,8,45,44,42,1,74,5,3,0,2,1,0.252
261,Harrison Bader,MIN,87,304,328,71,48,15,1,8,39,31,17,0,68,5,2,1,14,5,0.234
262,Christian Moore,LAA,68,256,279,59,38,11,1,10,31,31,18,1,80,3,1,1,4,1,0.229
263,James McCann,,53,176,194,41,28,7,0,5,20,21,11,0,50,2,1,1,2,1,0.230
264,Alec Burleson,STL,118,442,483,115,79,20,1,14,53,58,33,1,68,3,4,1,5,2,0.260
265,Colt Keith,DET,130,475,520,120,80,23,4,13,58,56,38,2,106,3,4,0,5,1,0.252
266,Rhys Hoskins,MIL,129,464,535,100,56,20,0,23,59,77,58,0,145,7,4,0,3,1,0.216
267,Austin Hays,CIN,110,394,428,98,61,20,1,15,48,55,24,0,97,6,3,1,3,1,0.248
268,Dairon Blanco,KCR,64,162,177,39,27,7,1,4,26,13,10,0,45,2,1,1,19,4,0.239
269,Zach McKinstry,DET,66,216,239,51,32,11,2,6,28,23,19,1,52,2,2,1,7,2,0.234
270,Seth Brown,ATH,92,318,350,72,41,15,1,15,41,43,26,1,95,2,2,0,4,1,0.225
271,Max Kepler,PHI,111,400,447,95,59,20,1,15,50,56,38,1,90,5,3,0,1,0,0.238
272,Brendan Rodgers,HOU,56,210,228,51,35,9,0,6,24,25,14,0,54,2,1,0,0,0,0.243
273,Johan Rojas,PHI,83,278,300,66,49,11,2,4,35,21,12,0,62,3,2,5,18,3,0.237
274,Randal Grichuk,ARI,72,252,273,65,39,14,1,11,33,40,17,0,55,3,2,0,1,0,0.258
275,Roman Anthony,BOS,92,336,377,82,53,18,2,9,45,39,36,1,94,2,2,1,7,2,0.243
276,Blake Perkins,MIL,66,223,251,50,34,9,2,5,28,22,23,0,65,2,2,1,10,2,0.222
277,Ty France,MIN,100,371,414,93,65,17,0,10,44,45,26,1,76,13,3,0,0,0,0.251
278,José Tena,WSN,89,326,352,80,56,15,1,8,37,37,19,0,96,3,2,1,8,2,0.247
279,Christian Encarnacion-Strand,CIN,95,360,392,93,58,18,1,17,46,57,23,1,103,5,3,0,2,1,0.259
280,Kyle Teel,CHW,48,169,188,39,27,8,1,4,19,17,16,0,48,1,1,0,2,0,0.232
281,Richie Palacios,TBR,81,273,311,64,44,13,2,5,35,26,31,1,57,3,2,1,9,3,0.233
282,Wenceel Pérez,DET,90,332,367,79,52,16,3,8,42,34,28,1,71,2,3,1,10,3,0.238
283,Jace Jung,DET,97,313,355,68,44,14,2,8,36,34,37,1,94,3,2,0,2,1,0.216
284,Caleb Durbin,MIL,66,242,268,58,41,12,1,4,29,26,18,1,34,5,2,1,11,1,0.240
285,Freddy Fermin,KCR,78,266,289,63,45,12,1,5,28,29,18,0,57,2,2,1,1,0,0.238
286,Mike Tauchman,CHW,97,331,382,78,54,14,1,8,43,34,44,1,81,4,2,1,6,2,0.235
287,Javier Sanoja,MIA,49,163,174,45,32,9,1,2,19,17,9,1,13,1,1,1,7,1,0.274
288,Masataka Yoshida,BOS,95,353,391,95,65,19,1,10,45,46,30,1,52,7,2,0,2,1,0.269
289,Taylor Walls,TBR,61,200,226,41,26,9,1,4,25,18,23,0,56,1,2,1,10,3,0.203
290,Lenyn Sosa,CHW,96,358,381,89,61,17,1,10,38,42,16,0,81,2,3,2,3,1,0.247
291,Luis Torrens,NYM,47,143,156,32,22,6,0,4,15,16,10,0,40,1,1,0,1,0,0.225
292,Pedro Pagés,STL,56,185,203,42,29,8,0,5,19,21,14,0,52,2,1,0,1,0,0.225
293,Thairo Estrada,COL,114,436,467,113,81,21,3,9,54,46,20,0,90,8,3,1,14,4,0.260
294,Jarred Kelenic,ATL,68,239,266,56,34,13,1,8,33,29,23,1,75,2,2,0,6,2,0.235
295,J.D. Martinez,,91,359,399,86,51,19,0,16,45,53,33,1,112,3,3,0,0,0,0.241
296,Brooks Baldwin,CHW,47,167,182,40,27,8,1,5,20,18,11,0,41,1,1,1,4,1,0.238
297,Agustin Ramirez,MIA,62,220,241,53,34,11,0,7,25,27,18,1,50,2,1,0,4,0,0.240
298,Victor Scott II,STL,68,231,252,53,37,10,2,4,30,19,14,0,54,3,2,3,15,2,0.229
299,Nick Castellanos,PHI,148,573,624,144,93,30,2,20,71,78,39,1,145,6,5,1,6,2,0.252
300,Angel Martínez,CLE,46,167,185,41,28,8,1,4,20,18,13,0,36,2,1,1,3,1,0.245
301,Nolan Jones,COL,122,429,491,103,66,21,3,14,60,51,54,3,148,4,2,1,11,3,0.241
302,Jeimer Candelario,CIN,120,449,496,107,66,23,2,16,56,60,37,1,116,6,3,0,5,2,0.239
303,Nick Fortes,MIA,100,326,355,72,51,13,1,7,32,32,18,0,58,6,2,3,4,1,0.221
304,Mike Yastrzemski,SFG,121,420,476,90,53,20,2,15,52,52,46,2,126,5,3,2,4,1,0.214
305,Ryan Bliss,SEA,72,221,242,48,32,9,1,5,28,20,16,0,66,3,1,1,14,3,0.217
306,Esteury Ruiz,ATH,45,149,164,36,25,7,1,3,23,11,9,0,37,4,1,2,17,3,0.240
307,Donovan Solano,SEA,92,319,353,78,57,14,1,6,33,35,25,0,76,6,2,0,1,0,0.244
308,Sal Frelick,MIL,113,405,445,100,74,18,3,5,47,39,32,1,67,4,3,1,13,3,0.246
309,Edmundo Sosa,PHI,55,183,199,44,28,9,1,6,23,22,9,0,48,5,1,1,4,1,0.240
310,Chris Taylor,LAD,73,241,272,53,33,11,1,7,33,28,25,0,85,3,1,1,6,2,0.219
311,TJ Friedl,CIN,120,445,504,104,72,17,3,12,58,47,40,1,84,10,4,5,16,4,0.234
312,Oliver Dunn,MIL,76,240,269,51,33,11,2,6,28,27,24,1,89,3,1,1,6,1,0.213
313,Jorge Mateo,BAL,38,130,140,30,19,6,1,3,20,12,7,0,35,1,1,1,12,2,0.231
314,Kyle Manzardo,CLE,113,397,445,93,55,21,1,16,48,58,39,2,98,4,4,0,1,0,0.233
315,Drew Romo,COL,57,194,208,47,33,10,1,4,21,21,10,0,44,2,2,1,3,1,0.244
316,Oswaldo Cabrera,NYY,98,328,360,74,49,14,1,9,38,34,24,0,78,2,3,3,8,2,0.225
317,Nick Yorke,PIT,54,199,218,51,36,10,1,4,24,22,15,1,48,2,1,0,6,1,0.255
318,Dane Myers,MIA,70,225,246,55,39,10,1,6,27,24,15,0,68,3,1,1,6,1,0.245
319,Ezequiel Duran,TEX,62,215,230,51,34,10,1,7,27,24,12,0,57,2,1,0,5,1,0.240
320,Austin Slater,CHW,68,204,233,49,34,9,1,5,27,20,24,0,63,3,1,0,5,1,0.239
321,Tyler Black,MIL,70,241,273,56,37,11,2,5,31,27,25,1,63,4,2,0,9,2,0.230
322,Leo Jiménez,TOR,26,83,93,20,14,4,0,2,11,10,7,0,21,3,1,0,1,0,0.246
323,Thomas Saggese,STL,61,211,228,51,34,11,1,5,24,24,12,0,58,3,2,1,3,1,0.241
324,Enrique Hernández,LAD,73,253,277,59,38,12,1,8,30,33,19,0,54,2,2,0,1,0,0.231
325,Tom Murphy,SFG,44,140,156,32,20,6,0,5,17,18,13,0,45,1,1,0,1,0,0.225
326,Jon Berti,CHC,49,168,186,41,32,6,1,2,22,14,14,0,41,2,1,1,10,2,0.246
327,Cole Young,SEA,33,120,134,28,20,6,0,2,14,12,11,0,25,1,1,0,3,1,0.236
328,Jose Iglesias,,66,235,253,62,48,11,1,2,26,23,9,0,41,4,1,0,3,1,0.265
329,Eloy Jiménez,TBR,64,234,255,59,40,10,0,9,28,33,17,0,52,2,2,0,1,0,0.253
330,Tommy Pham,PIT,113,430,477,106,72,21,1,11,55,49,40,0,107,4,3,1,11,4,0.245
331,Jesse Winker,NYM,103,349,408,79,53,14,1,11,46,39,50,1,87,6,2,1,5,2,0.225
332,Amed Rosario,WSN,60,224,237,58,43,10,2,3,25,22,10,0,46,2,2,0,7,2,0.261
333,Max Schuemann,ATH,40,133,151,29,20,5,1,3,17,12,12,0,39,3,1,1,4,1,0.220
334,Luis Matos,SFG,50,178,193,46,31,10,1,4,21,20,10,0,24,2,2,1,3,1,0.258
335,Connor Joe,SDP,81,280,318,63,41,12,1,9,36,32,32,0,72,5,2,0,3,1,0.225
336,Bryan De La Cruz,ATL,62,235,254,60,39,12,1,7,30,30,16,0,63,1,2,0,2,1,0.253
337,Derek Hill,MIA,67,236,256,56,39,9,2,5,28,22,14,0,73,3,2,2,8,2,0.236
338,Stuart Fairchild,CIN,69,212,238,48,30,10,1,8,29,26,18,0,64,5,1,2,8,2,0.228
339,Jose Trevino,CIN,68,224,243,51,37,8,0,6,22,26,15,0,43,2,2,1,1,0,0.229
340,DJ LeMahieu,NYY,84,300,334,72,54,12,1,5,34,29,30,0,63,2,2,1,1,1,0.240
341,Davis Schneider,TOR,61,203,232,44,25,10,0,9,27,28,24,0,69,3,2,0,3,1,0.215
342,Rafael Marchán,PHI,38,126,139,29,21,6,0,2,13,14,9,0,24,2,1,0,1,0,0.231
343,Michael A. Taylor,CHW,53,170,187,36,22,7,1,6,21,19,14,0,60,1,1,1,5,1,0.213
344,Blake Sabol,BOS,18,55,61,13,8,2,0,2,7,7,5,0,18,1,0,0,1,0,0.228
345,Coby Mayo,BAL,46,151,167,35,21,8,1,5,19,19,13,1,48,2,1,0,1,0,0.230
346,Alex Jackson,NYY,40,121,133,24,14,5,0,5,13,15,9,0,40,2,1,0,0,0,0.197
347,Tyler Heineman,TOR,47,134,152,27,20,4,0,2,13,10,12,0,34,2,1,2,2,1,0.198
348,Rob Refsnyder,BOS,62,206,234,52,35,9,1,7,28,26,22,0,57,4,2,0,3,1,0.252
349,David Hamilton,BOS,40,137,151,31,20,6,1,3,20,12,12,0,39,1,1,1,12,2,0.225
350,Pavin Smith,ARI,90,292,330,71,44,14,1,11,38,43,34,1,69,2,2,0,1,0,0.241
351,Adrian Del Castillo,ARI,45,157,173,36,22,8,1,5,18,21,13,1,45,2,1,0,1,0,0.226
352,Will Brennan,CLE,73,254,274,66,48,12,1,4,29,27,15,1,37,3,2,0,6,2,0.259
353,Jared Triolo,PIT,66,228,254,54,38,11,1,5,27,24,22,0,66,2,2,0,5,1,0.238
354,Orelvis Martinez,TOR,57,199,217,43,25,10,0,8,22,27,14,1,58,3,1,0,1,0,0.216
355,Austin Martin,MIN,45,144,162,36,26,8,1,2,19,13,13,0,29,3,1,1,6,2,0.250
356,Darell Hernaiz,ATH,35,115,125,28,21,5,0,2,13,11,7,0,22,1,1,1,2,1,0.244
357,Oswald Peraza,NYY,51,177,194,40,27,7,1,4,22,17,12,0,46,3,1,0,7,2,0.225
358,Gabriel Arias,CLE,45,152,164,35,24,7,0,4,18,17,10,0,48,2,1,0,3,1,0.232
359,Andy Ibáñez,DET,59,192,209,45,30,9,1,6,22,22,14,0,43,2,1,0,2,1,0.236
360,Jose Miranda,MIN,89,329,355,83,55,17,0,10,37,40,19,0,55,5,3,0,2,1,0.251
361,Whit Merrifield,,51,186,203,46,34,9,1,3,24,17,13,0,35,1,2,1,9,2,0.248
362,Riley Adams,WSN,33,108,120,23,15,5,0,3,11,13,9,0,36,3,1,0,0,0,0.211
363,Drake Baldwin,ATL,33,115,127,27,19,5,0,3,13,13,10,0,28,1,1,0,0,0,0.234
364,Noelvi Marte,CIN,51,184,199,45,30,9,1,6,23,23,12,0,50,2,1,0,6,2,0.244
365,Matt Thaiss,CHW,41,131,149,27,18,5,0,4,14,14,16,0,39,1,1,0,1,0,0.203
366,Carlos Narvaez,BOS,56,171,191,36,24,7,0,4,19,18,17,1,57,2,1,0,2,0,0.208
367,Dylan Carlson,BAL,37,120,136,28,18,6,1,3,15,14,12,0,31,2,1,0,1,0,0.233
368,Brett Baty,NYM,40,141,157,32,22,6,0,4,16,16,13,0,41,1,1,0,1,0,0.226
369,Mauricio Dubón,HOU,96,343,365,84,62,15,1,6,36,34,15,0,52,2,3,2,4,1,0.245
370,Chandler Simpson,TBR,19,70,76,19,15,3,0,0,9,5,5,0,9,0,0,1,6,1,0.271
371,Jason Heyward,SDP,89,290,325,65,41,13,1,10,36,35,27,1,68,4,2,0,4,1,0.224
372,Santiago Espinal,CIN,65,219,237,55,41,10,1,3,24,23,14,0,35,2,2,1,4,2,0.253
373,Mark Canha,MIL,66,227,263,55,38,10,1,5,29,27,25,0,52,9,2,0,3,1,0.240
374,Ronny Mauricio,NYM,28,105,112,25,17,5,0,3,13,11,6,0,26,1,1,0,4,1,0.243
375,Luisangel Acuña,NYM,44,171,183,41,30,7,1,3,21,15,9,0,38,1,1,1,9,1,0.240
376,Ben Rice,NYY,26,86,97,20,12,4,0,4,12,12,9,0,24,1,1,0,1,0,0.229
377,Anthony Rendon,LAA,18,64,73,16,11,3,0,1,8,7,7,0,12,1,1,0,1,0,0.245
378,Miguel Rojas,LAD,52,176,194,44,34,8,1,2,21,17,11,0,24,2,1,1,4,1,0.251
379,Will Benson,CIN,58,183,210,38,21,8,1,8,27,23,24,1,73,2,1,1,9,2,0.206
380,Addison Barger,TOR,41,138,152,32,19,7,1,4,17,17,11,0,41,2,1,0,1,0,0.228
381,Andruw Monasterio,MIL,40,127,141,29,20,6,1,3,15,14,12,0,35,1,1,0,4,1,0.230
382,Alex Call,WSN,61,205,233,45,30,9,1,6,25,23,23,0,47,3,2,1,6,2,0.222
383,Daniel Schneemann,CLE,42,136,152,30,20,6,1,3,16,14,14,0,41,1,1,1,3,1,0.220
384,Spencer Torkelson,DET,63,228,257,51,29,12,0,9,28,31,24,0,68,3,2,0,1,0,0.222
385,Christian Bethancourt,TOR,29,94,100,20,13,4,0,3,10,11,5,0,27,1,1,0,1,0,0.217
386,Samuel Basallo,BAL,19,47,51,12,8,2,0,1,6,6,3,0,11,0,0,0,1,0,0.247
387,Josh Bell,WSN,133,492,555,119,80,22,1,17,57,67,52,1,112,4,5,0,1,0,0.241
388,Nick Senzel,CHW,27,93,104,22,15,4,0,3,12,11,8,0,23,1,1,0,2,1,0.233
389,Abraham Toro,BOS,26,88,97,21,14,5,1,2,11,11,7,0,17,1,1,0,1,0,0.243
390,Chase DeLauter,CLE,41,151,164,38,25,8,0,4,17,18,10,1,29,1,1,0,2,0,0.248
391,Casey Schmitt,SFG,31,102,110,24,16,5,0,3,12,12,6,0,26,1,1,0,1,0,0.238
392,Brett Wisely,SFG,46,148,163,33,23,7,1,3,17,15,12,0,39,1,1,1,3,1,0.226
393,Austin Barnes,LAD,41,129,146,27,20,5,0,2,15,12,12,0,34,1,1,1,2,1,0.213
394,Eguy Rosario,SDP,68,201,219,45,28,9,1,6,25,22,14,0,58,2,1,1,6,2,0.221
395,Jared Serna,MIA,26,96,104,23,16,5,0,2,11,11,6,0,20,1,1,0,2,0,0.243
396,Nick Allen,ATL,37,122,134,30,23,5,1,1,15,10,8,0,21,1,1,2,3,1,0.245
397,Drew Millas,WSN,20,66,72,16,11,3,0,1,7,7,5,0,15,0,0,0,1,0,0.239
398,Travis Bazzana,CLE,38,133,148,28,18,6,0,4,15,15,12,0,43,2,1,0,2,0,0.212
399,Cavan Biggio,KCR,29,90,104,19,12,4,1,2,12,9,12,0,29,2,1,0,2,0,0.215
400,Leo Rivas,SEA,24,72,82,15,11,3,0,1,8,5,8,0,21,1,0,1,3,1,0.215
401,Alan Roden,TOR,24,85,95,21,15,4,0,2,11,9,8,0,16,2,1,0,2,0,0.253
402,Matt Carpenter,,38,116,133,23,13,5,0,4,14,14,14,0,41,2,1,0,1,0,0.194
403,Vaughn Grissom,BOS,22,76,84,20,14,4,0,1,9,8,6,0,16,1,1,0,2,1,0.259
404,Kyle Farmer,COL,78,249,275,63,45,12,1,6,29,28,16,0,55,6,2,1,4,2,0.254
405,Manuel Margot,MIL,24,81,88,21,15,4,0,2,10,10,5,0,14,1,1,0,2,1,0.257
406,Nacho Alvarez Jr.,ATL,14,50,55,13,9,2,0,1,6,5,5,0,11,1,0,0,1,0,0.256
407,Yan Gomes,,21,67,73,16,11,3,0,2,7,8,3,0,18,1,1,0,0,0,0.234
408,Henry Davis,PIT,30,100,112,22,14,4,0,3,12,11,9,0,30,2,1,0,2,1,0.222
409,Liam Hicks,MIA,27,90,102,21,15,5,0,1,9,9,9,0,17,2,1,0,1,0,0.235
410,Romy Gonzalez,BOS,34,106,115,26,17,5,1,4,15,12,7,0,33,1,1,0,4,1,0.243
411,Garrett Hampson,ARI,78,168,185,39,28,8,1,2,21,15,13,0,48,1,1,2,7,1,0.235
412,Eric Haase,MIL,40,127,138,26,17,5,0,4,12,16,9,0,47,1,1,0,1,0,0.203
413,Enmanuel Valdez,PIT,35,113,124,25,15,6,0,4,13,14,10,0,30,1,1,0,1,0,0.222
414,Ji Hwan Bae,PIT,23,75,83,19,14,3,1,1,10,6,7,0,20,1,0,0,4,1,0.246
415,Sam Huff,SFG,15,40,44,9,6,2,0,1,4,4,3,0,15,0,0,0,0,0,0.212
416,Dominic Canzone,SEA,35,113,124,25,16,5,0,4,12,15,9,0,29,1,1,0,1,0,0.224
417,Andrew McCutchen,PIT,107,399,457,92,59,18,1,14,52,51,50,0,110,4,3,0,5,2,0.231
418,Emmanuel Rodriguez,MIN,16,51,59,11,7,2,0,2,7,6,8,0,20,0,0,0,1,0,0.214
419,Moises Ballesteros,CHC,13,38,41,9,6,2,0,1,4,5,3,0,8,0,0,0,0,0,0.246
420,Nick Loftin,KCR,35,116,128,28,20,5,1,2,13,12,9,0,21,1,1,1,2,1,0.241
421,Kevin Alcántara,CHC,14,49,53,12,8,2,0,1,6,6,3,0,15,0,0,0,1,0,0.239
422,Marcelo Mayer,BOS,12,45,49,11,7,3,0,1,6,5,4,0,12,0,0,0,1,0,0.245
423,Jack Suwinski,PIT,36,121,137,26,15,6,0,5,16,17,14,1,42,1,1,0,3,1,0.214
424,Jhonny Pereda,ATH,28,81,89,18,14,3,0,1,8,7,6,0,20,0,0,0,0,0,0.223
425,Luke Keaschall,MIN,13,46,52,11,8,2,0,1,6,5,4,0,11,1,0,0,1,0,0.246
426,Hunter Goodman,COL,82,288,312,69,39,15,1,13,35,42,18,0,86,4,2,0,2,1,0.239
427,James Outman,LAD,30,101,115,21,13,4,1,3,14,12,11,0,36,2,1,0,3,1,0.208
428,Curt Casali,ATL,20,57,66,12,9,2,0,1,6,6,6,0,16,1,0,1,0,0,0.210
429,Wade Meckler,SFG,10,33,36,9,7,2,0,0,4,3,3,0,7,0,0,0,1,0,0.269
430,Miguel Andujar,ATH,73,283,303,72,52,13,1,6,31,29,15,1,41,2,2,0,3,1,0.254
431,Drew Waters,KCR,31,104,115,24,15,5,1,2,13,11,9,0,35,1,1,0,3,1,0.228
432,Zach Dezenzo,HOU,19,66,72,15,10,3,0,2,8,8,5,0,22,1,0,0,1,0,0.231
433,Brandon Drury,CHW,68,251,274,57,37,11,0,8,28,31,18,0,63,3,2,0,1,0,0.229
434,Aledmys Díaz,,29,99,107,23,16,5,0,2,11,11,5,0,21,2,1,0,1,0,0.233
435,Joey Gallo,CHW,54,172,202,31,15,6,0,10,23,27,27,1,76,2,1,0,1,0,0.182
436,José Fermín,STL,17,42,47,10,8,2,0,1,5,4,4,0,6,1,0,1,2,0,0.247
437,Nathan Lukes,TOR,29,93,102,24,18,4,0,1,11,9,7,0,18,1,1,0,1,0,0.255
438,Korey Lee,CHW,63,208,222,44,30,8,1,5,21,21,11,0,65,2,1,0,4,1,0.213
439,Joshua Palacios,PIT,44,143,159,35,24,7,1,4,18,16,12,0,34,2,1,1,3,1,0.242
440,Omar Narváez,CHW,18,52,58,11,8,2,0,1,5,5,5,0,12,1,0,0,0,0,0.210
441,Jake Mangum,TBR,39,145,154,35,25,7,1,1,15,13,6,0,31,2,1,0,4,1,0.242
442,Jhonkensy Noel,CLE,96,335,365,76,46,15,1,14,38,47,21,1,101,6,2,0,1,0,0.226
443,Jonah Bride,MIA,104,363,415,87,61,17,1,8,43,40,40,0,81,7,3,1,2,1,0.240
444,Nick Maton,CHW,15,44,50,9,6,2,0,1,5,5,5,0,12,0,0,0,0,0,0.214
445,Max Muncy,ATH,18,65,71,14,9,3,0,2,7,6,4,0,22,1,0,0,1,0,0.214
446,Jordan Beck,COL,98,347,381,84,53,18,2,10,44,41,28,0,112,2,2,0,8,2,0.242
447,Brett Harris,ATH,18,59,65,13,9,2,0,1,7,5,5,0,14,1,0,0,1,0,0.222
448,Nelson Velázquez,KCR,41,144,159,33,19,7,0,6,19,20,13,1,44,1,1,0,3,1,0.229
449,Ben Gamel,HOU,57,178,202,39,27,8,1,4,22,18,21,1,53,1,1,0,2,1,0.221
450,Hao-Yu Lee,DET,10,35,38,9,6,2,0,1,4,4,2,0,8,0,0,0,1,0,0.245
451,Chadwick Tromp,ATL,19,62,67,13,9,3,0,1,6,7,4,0,16,0,0,0,0,0,0.218
452,Starling Marte,NYM,71,272,298,69,51,12,1,5,36,26,17,0,63,6,2,1,12,4,0.254
453,Jonatan Clase,TOR,12,37,41,8,5,2,0,1,5,3,3,0,12,0,0,0,2,0,0.222
454,Jacob Melton,HOU,55,200,216,41,27,8,1,5,24,19,13,0,60,1,1,0,9,1,0.206
455,Payton Eeles,MIN,9,26,29,6,4,1,0,1,3,3,2,0,5,1,0,0,1,0,0.243
456,Vidal Bruján,CHC,42,132,145,29,21,6,1,2,16,11,10,1,30,1,1,0,7,2,0.221
457,Max Stassi,SFG,13,32,36,7,5,1,0,1,4,4,3,0,10,0,0,0,0,0,0.212
458,Jeferson Quero,MIL,8,27,29,6,4,1,0,1,3,3,2,0,6,0,0,0,0,0,0.239
459,Myles Straw,TOR,28,66,73,15,12,3,0,0,8,5,5,0,14,0,1,0,3,1,0.231
460,David Fry,CLE,51,164,184,39,25,9,0,5,20,22,15,0,41,3,2,0,1,0,0.240
461,Daz Cameron,BAL,32,82,90,19,12,4,0,2,10,9,6,0,24,1,1,0,3,1,0.228
462,Robbie Grossman,,49,159,184,36,23,7,1,4,20,18,22,0,43,2,1,0,2,1,0.223
463,Justyn-Henry Malloy,DET,36,123,140,27,17,5,0,4,15,15,14,0,42,2,1,0,1,0,0.222
464,Adael Amador,COL,15,50,56,12,9,2,0,1,6,5,5,0,10,0,0,0,2,0,0.249
465,Logan Driscoll,TBR,10,29,32,6,4,1,0,1,3,3,2,0,8,0,0,0,0,0,0.216
466,Vinny Capra,MIL,21,64,70,14,10,3,0,1,6,7,5,0,16,1,0,0,1,0,0.225
467,Johnathan Rodriguez,CLE,30,100,109,23,15,4,0,3,11,12,8,0,33,1,1,0,1,0,0.231
468,Colby Thomas,ATH,43,159,171,35,20,8,1,5,18,17,8,0,51,2,1,0,3,1,0.218
469,Bryan Ramos,CHW,33,115,125,27,18,6,0,3,13,13,8,0,29,2,1,0,1,0,0.235
470,Corey Julks,CHW,36,94,103,22,15,5,0,2,11,9,7,0,24,1,1,0,3,1,0.234
471,Jorge Barrosa,ARI,16,47,52,11,7,2,0,1,6,5,4,0,11,1,0,0,2,0,0.233
472,Jakob Marsee,MIA,16,51,58,11,7,2,0,1,6,5,6,0,14,1,0,0,2,0,0.209
473,Jimmy Crooks,STL,3,10,11,2,2,0,0,0,1,1,1,0,3,0,0,0,0,0,0.240
474,Tomás Nido,DET,17,52,57,11,8,2,0,1,5,5,3,0,14,0,0,1,0,0,0.217
475,Jason Delay,PIT,22,68,74,15,11,3,0,1,6,6,4,0,16,1,0,1,0,0,0.219
476,Luke Maile,KCR,15,46,51,10,7,2,0,1,5,5,4,0,15,1,0,0,0,0,0.211
477,J.C. Escarra,NYY,10,31,34,6,4,1,0,1,3,3,3,0,6,0,0,0,0,0,0.209
478,Jair Camargo,MIN,12,28,30,6,4,1,0,1,3,3,2,0,10,0,0,0,0,0,0.203
479,Tim Anderson,LAA,28,104,112,26,21,4,0,1,11,9,5,0,27,1,0,0,3,1,0.252
480,Miles Mastrobuoni,SEA,17,48,53,11,8,2,0,1,5,4,4,0,12,0,0,0,2,0,0.222
481,Joey Wiemer,KCR,44,126,140,27,17,6,0,4,16,14,12,0,40,1,1,0,3,1,0.215
482,Cal Stevenson,PHI,19,52,59,12,8,2,0,1,7,5,6,0,13,0,0,1,2,1,0.227
483,Nasim Nuñez,WSN,12,28,32,6,5,1,0,0,3,2,3,0,7,0,0,0,2,0,0.228
484,Michael Siani,STL,75,229,255,48,36,7,1,2,26,14,20,0,66,2,1,3,12,2,0.208
485,Shay Whitcomb,HOU,17,54,59,12,8,2,0,2,6,6,4,0,17,1,0,0,2,0,0.216
486,Isaac Collins,MIL,15,38,43,8,6,2,0,1,4,4,4,0,10,0,0,0,1,0,0.218
487,René Pinto,ARI,7,20,21,4,3,1,0,1,2,3,1,0,7,0,0,0,0,0,0.211
488,Emmanuel Rivera,BAL,23,57,62,14,9,3,0,2,7,7,4,0,14,1,0,0,0,0,0.243
489,Blake Dunn,CIN,11,28,31,6,4,1,0,1,3,3,2,0,9,1,0,0,1,0,0.226
490,Max Acosta,MIA,9,31,33,8,5,2,0,1,4,3,2,0,6,0,0,0,1,0,0.248
491,Buddy Kennedy,PHI,11,33,37,8,5,2,0,1,4,4,3,0,8,0,0,0,0,0,0.230
492,Seby Zavala,BOS,14,41,46,8,5,2,0,1,4,4,3,0,17,1,0,0,0,0,0.188
493,Harold Ramírez,,7,22,23,6,4,1,0,0,2,2,1,0,4,0,0,0,0,0,0.259
494,César Salazar,HOU,6,17,18,4,2,1,0,0,2,2,1,0,4,0,0,0,0,0,0.212
495,Gage Workman,CHC,19,71,78,15,10,3,0,2,8,7,6,0,28,0,0,0,2,0,0.211
496,Jake Bauers,MIL,31,102,117,21,12,4,0,5,14,15,13,0,37,1,1,0,3,1,0.208
497,Michael Stefanic,TOR,14,37,41,9,8,1,0,0,4,3,3,0,5,1,0,0,0,0,0.248
